2016-05-12 21:51:26,DOWN
2016-05-12 21:54:11,DOWN
2016-05-12 21:54:26,UP
2016-05-12 21:55:56,UP
2016-05-12 21:56:26,DOWN
2016-05-12 21:59:26,DOWN
2016-05-12 22:00:41,UP
2016-05-12 22:03:41,DOWN
2016-05-12 22:04:11,UP
2016-05-12 22:04:41,DOWN
2016-05-12 22:04:56,UP
2016-05-12 22:05:11,UP
2016-05-12 22:05:26,DOWN
2016-05-12 22:06:56,DOWN
2016-05-12 22:13:11,DOWN
2016-05-12 22:13:26,UP
2016-05-12 22:14:11,DOWN
2016-05-12 22:15:11,UP
2016-05-12 22:17:26,DOWN
2016-05-13 18:46:00,DOWN
2016-05-13 18:52:30,DOWN
2016-05-13 18:52:45,DOWN
2016-05-13 18:54:30,UP
2016-05-13 18:56:00,DOWN
2016-05-13 18:56:15,UP
2016-05-13 18:56:30,DOWN
2016-05-13 18:57:15,UP
2016-05-13 18:57:45,DOWN
2016-05-13 18:59:15,DOWN
2016-05-13 18:59:30,UP
2016-05-13 19:00:00,UP
2016-05-13 19:00:15,UP
2016-05-13 19:00:30,DOWN
2016-05-13 19:01:15,UP
2016-05-13 19:01:30,UP
2016-05-13 19:06:00,DOWN
2016-05-13 19:06:30,UP
2016-05-13 19:13:00,DOWN
2016-05-13 19:23:45,DOWN
2016-05-13 19:39:00,DOWN
2016-05-13 20:21:15,DOWN
2016-05-13 20:22:15,DOWN
2016-05-13 20:24:30,UP
2016-05-13 20:25:00,UP
2016-05-13 20:29:15,UP
2016-05-13 20:29:30,UP
2016-05-13 20:30:00,DOWN
2016-05-13 20:31:00,UP
2016-05-13 20:31:30,DOWN
2016-05-13 20:35:45,UP
2016-05-13 20:36:15,DOWN
2016-05-13 20:41:15,UP
2016-05-13 20:45:30,DOWN
2016-05-13 20:48:15,UP
2016-05-13 20:50:00,DOWN
2016-05-13 20:51:45,UP
2016-05-13 20:52:00,UP
2016-05-13 20:52:30,DOWN
2016-05-13 20:53:00,DOWN
2016-05-13 20:53:15,UP
2016-05-13 20:53:45,DOWN
2016-05-13 20:54:15,UP
2016-05-13 20:54:30,DOWN
2016-05-13 20:55:00,DOWN
2016-05-13 21:14:15,UP
2016-05-13 21:21:45,DOWN
2016-05-13 21:26:45,UP
2016-05-13 21:37:45,DOWN
2016-05-13 21:41:30,UP
2016-05-13 21:42:15,UP
2016-05-13 21:43:15,DOWN
2016-05-13 21:46:30,DOWN
2016-05-13 21:48:00,DOWN
2016-05-13 21:52:30,DOWN
2016-05-13 22:10:15,DOWN
2016-05-13 22:15:00,DOWN
2016-05-13 22:15:15,UP
2016-05-13 22:17:30,DOWN
2016-05-16 16:49:22,DOWN
2016-05-16 16:49:37,DOWN
2016-05-16 16:50:37,DOWN
2016-05-16 17:05:37,UP
2016-05-16 17:36:52,DOWN
2016-05-16 17:40:52,DOWN
2016-05-16 17:41:37,UP
2016-05-16 17:42:07,UP
2016-05-16 17:42:22,UP
2016-05-16 18:00:52,UP
2016-05-16 18:02:07,UP
2016-05-16 18:02:37,UP
2016-05-16 18:03:22,UP
2016-05-16 18:03:37,DOWN
2016-05-16 18:03:52,UP
2016-05-16 18:04:37,UP
2016-05-16 18:08:37,UP
2016-05-16 18:14:37,UP
2016-05-16 18:16:22,DOWN
2016-05-16 18:25:52,DOWN
2016-05-16 18:40:52,UP
2016-05-16 18:41:52,DOWN
2016-05-16 18:45:37,DOWN
2016-05-16 19:15:22,DOWN
2016-05-16 19:16:52,DOWN
2016-05-16 19:17:22,UP
2016-05-16 19:17:52,DOWN
2016-05-16 19:18:07,UP
2016-05-16 19:18:22,UP
2016-05-16 19:19:22,DOWN
2016-05-16 19:19:37,UP
2016-05-16 19:20:07,DOWN
2016-05-16 19:20:37,UP
2016-05-16 19:21:22,DOWN
2016-05-16 19:22:22,UP
2016-05-16 19:23:22,DOWN
2016-05-16 19:31:22,UP
2016-05-16 19:41:07,DOWN
2016-05-16 19:42:07,UP
2016-05-16 19:49:07,DOWN
2016-05-16 19:52:07,DOWN
2016-05-16 19:54:07,UP
2016-05-16 20:05:37,UP
2016-05-16 20:05:52,DOWN
2016-05-16 20:19:52,UP
2016-05-16 20:20:52,UP
2016-05-16 20:21:52,UP
2016-05-17 16:25:50,DOWN
2016-05-17 16:33:05,DOWN
2016-05-17 16:37:35,DOWN
2016-05-17 16:43:05,DOWN
2016-05-17 16:45:35,DOWN
2016-05-17 16:48:35,DOWN
2016-05-17 16:48:50,DOWN
2016-05-17 16:55:05,DOWN
2016-05-17 16:56:35,DOWN
2016-05-17 16:58:20,DOWN
2016-05-17 16:58:35,DOWN
2016-05-17 16:59:05,UP
2016-05-17 17:12:35,UP
2016-05-17 17:20:50,DOWN
2016-05-17 17:21:20,UP
2016-05-17 17:26:20,UP
2016-05-17 18:06:20,UP
2016-05-17 18:11:20,DOWN
2016-05-17 18:12:35,UP
2016-05-17 18:25:05,DOWN
2016-05-17 18:30:35,DOWN
2016-05-17 18:36:35,DOWN
2016-05-17 18:36:50,DOWN
2016-05-17 18:47:20,DOWN
2016-05-17 18:47:50,DOWN
2016-05-17 18:48:35,DOWN
2016-05-17 19:20:35,DOWN
2016-05-17 19:23:05,DOWN
2016-05-17 19:23:20,DOWN
2016-05-17 19:24:05,DOWN
2016-05-17 19:27:20,DOWN
2016-05-17 19:30:50,DOWN
2016-05-17 19:40:35,DOWN
2016-05-17 19:56:05,UP
2016-05-17 20:00:50,UP
2016-05-17 20:01:05,UP
2016-05-17 20:07:20,DOWN
2016-05-17 20:07:35,DOWN
2016-05-17 20:10:50,DOWN
2016-05-17 20:14:35,DOWN
2016-05-17 20:15:35,DOWN
2016-05-17 20:22:20,DOWN
2016-05-17 20:25:20,DOWN
2016-05-17 20:26:35,DOWN
2016-05-17 20:28:20,DOWN
2016-05-17 20:32:05,DOWN
2016-05-17 20:32:35,DOWN
2016-05-17 20:33:50,DOWN
2016-05-17 20:34:50,DOWN
2016-05-17 20:36:05,DOWN
2016-05-17 20:36:50,DOWN
2016-05-17 20:40:05,DOWN
2016-05-17 20:40:35,DOWN
2016-05-17 20:41:05,DOWN
2016-05-17 20:41:50,DOWN
2016-05-17 20:44:05,UP
2016-05-17 20:45:50,DOWN
